Airways,Center,Latitude,Longitude,Numbered Fix
V184 V403 V405 V474,ZNY,39.930328,-75.903222,23005
V184 V479,ZDC,39.739222,-75.393219,25264
V184 V486,ZOB,41.857750,-79.830083,28822
V186 V201 V597,ZLA,34.168028,-118.308889,15352
V186 V23 V597,ZLA,34.257528,-118.590808,15347
V186 V283 V372,ZLA,33.778750,-117.413000,26266
V187 V208,ZDV,40.784889,-108.942611,15257
V187 V23,ZSE,47.145097,-122.439647,23097
V187 V495,ZSE,47.139375,-122.360369,23096
V187 V497,ZSE,46.726028,-119.660306,21542
V188 V226 V499,ZNY,41.305192,-76.202764,20395
V188 V273,ZNY,41.105889,-74.172194,24990
V188 V37,ZOB,41.745111,-80.273889,17736
V188 V43 V523,ZOB,41.750667,-80.442194,30225
V188 V487 V91,ZBW,41.339361,-73.199167,25678
V188 V99,ZBW,41.341056,-73.188000,25679
V189 V472,ZDC,35.958083,-76.893444,23853
V189 V70,ZDC,35.958972,-76.927444,23854
V19 V214,ZID,39.987639,-82.833222,28673
V190 V210,ZKC,36.321675,-100.141656,15804
V190 V289,ZKC,37.553722,-92.042278,15844
V190 V304,ZAB,36.222031,-101.245825,15514
V190 V73,ZKC,36.752806,-96.421333,21568
V191 V67,ZKC,39.313361,-89.312667,15876
V191 V8,ZAU,41.530944,-87.988750,17440
V192 V340,ZID,40.139544,-84.947167,20997
V192 V467,ZID,40.067417,-84.623000,28748
V193 V2,ZAU,43.047278,-85.670583,17390
V194 V212 V548,ZHU,30.214333,-96.171278,17139
V194 V369,ZHU,31.086889,-96.359667,15018
V194 V39 V409,ZDC,35.831639,-79.348583,16391
V194 V407 V548 V68 V76,ZHU,29.790472,-95.703556,22373
V194 V548 V574,ZHU,30.262083,-96.201639,25681
V2 V252,ZOB,43.031667,-78.123444,24802
V2 V26 V353,ZOB,42.584028,-84.214750,19031
V2 V265,ZOB,42.792917,-79.570861,24804
V20 V310,ZTL,36.127333,-80.544111,24681
V203 V490,ZBW,43.006472,-73.865278,17070
V207 V6,ZDV,41.358528,-103.900972,15290
V208 V363 V458,ZLA,33.266889,-117.608500,29037
V208 V442,ZLA,34.530617,-114.946136,15402
V209 V417,ZTL,33.839083,-86.301639,18348
V209 V70,ZHU,31.128472,-88.392028,17204
V21 V25,ZHN,20.234222,-155.048944,18337
V21 V25,ZLA,33.673833,-118.153083,22187
V21 V283 V386 V587 V8,ZLA,34.515722,-116.808222,23080
V210 V211,ZDV,36.990000,-107.204861,15266
V210 V275,ZID,40.277547,-84.355028,16567
V210 V29 V408,ZNY,40.107472,-75.602083,16983
V210 V297 V30 V37,ZOB,41.132500,-80.232194,17740
V210 V3 V419,ZNY,40.165528,-75.328444,19855
V210 V38,ZID,40.390556,-82.931333,16610
V210 V390,ZKC,36.277694,-100.091917,15803
V210 V402,ZKC,36.200000,-100.004222,17729
V210 V45 V493,ZID,40.403000,-82.787972,16611
V210 V459 V597,ZLA,33.960972,-118.156889,15358
V210 V98,ZID,40.275667,-84.410083,25564
V212 V477 V565,ZHU,30.847667,-95.689806,25676
V212 V71,ZHU,31.287194,-91.297972,17175
V213 V232,ZNY,40.342689,-74.449306,24996
V213 V249 V273,ZNY,41.299722,-74.439083,24998
V213 V312,ZDC,39.714253,-75.085250,25225
V213 V433,ZBW,42.032667,-74.120947,25269
V213 V445,ZNY,40.394444,-74.447833,24790
V213 V6,ZNY,40.517972,-74.464306,24829
V214 V232,ZNY,40.469575,-74.603322,24992
V214 V37 V8 V92,ZOB,39.889639,-80.281556,21613
V214 V438 V44,ZDC,39.376322,-77.679989,22205
V214 V45,ZID,39.972694,-82.515194,24517
V214 V469 V8 V92,ZOB,39.785306,-79.808139,16870
V214 V493,ZID,39.976783,-82.600161,16604
V214 V6,ZNY,40.530417,-74.517139,24828
V215 V320,ZMP,44.268139,-85.235167,19052
V216 V218,ZAU,42.379417,-89.529083,17298
V218 V285,ZAU,42.398694,-85.498861,17482
V219 V24 V398,ZMP,44.161603,-93.964758,15726
V219 V462,ZMP,43.047167,-95.313028,23012
V220 V61,ZMP,40.893222,-98.062444,21566
V220 V81,ZDV,40.224667,-105.052389,26543
V221 V406 V5,ZOB,42.563111,-81.441333,25601
V221 V418 V90,ZOB,42.295861,-80.873333,28813
V221 V422,ZAU,41.209464,-85.099333,17498
V222 V37,ZTL,36.158611,-80.831292,24433
V222 V550 V556,ZHU,30.016583,-98.193639,27403
V222 V66,ZAB,31.522139,-104.474306,15497
V225 V437,ZMA,27.518944,-80.660389,25842
V225 V511,ZMA,27.059583,-81.147972,26228
V226 V35,ZNY,41.252389,-77.747500,16922
V227 V8,ZAU,41.519028,-88.628944,20690
V229 V284,ZDC,39.331253,-74.813747,22595
V229 V292,ZBW,42.226361,-72.173389,25246
V229 V308,ZDC,38.766389,-75.889056,25226
V229 V312,ZNY,39.817006,-74.166331,25231
V229 V374,ZBW,41.216556,-73.058000,25244
V229 V451,ZBW,41.047778,-73.178778,25243
V229 V483,ZBW,40.873292,-73.349728,25005
V229 V490,ZBW,42.937194,-72.379750,17073
V23 V326,ZLA,34.223444,-118.574058,15356
V23 V386,ZLA,34.426939,-118.674283,15340
V23 V5,ZHN,20.250444,-156.278750,18328
V23 V7,ZHN,20.279389,-156.535750,18327
V231 V298,ZLC,44.416861,-114.028472,20973
V232 V252,ZNY,40.418106,-74.540736,24994
V232 V35,ZNY,41.173000,-77.805667,16924
V232 V39,ZNY,40.780833,-75.218750,24817
V232 V433,ZNY,40.445472,-74.574028,24993
V232 V445,ZNY,40.380167,-74.494722,24995
V232 V457,ZNY,40.703583,-75.031556,24991
V232 V499,ZNY,40.972861,-76.228139,20394
V232 V576 V58,ZNY,41.121944,-77.406111,24556
V232 V613,ZNY,40.887722,-75.523528,24809
V233 V277,ZAU,41.655778,-85.725917,17487
V233 V434,ZAU,40.238639,-88.747444,25338
V233 V51 V7 V97,ZAU,41.006394,-87.304444,17437
V233 V72,ZAU,40.227472,-88.766250,25337
V234 V239,ZKC,38.177750,-92.158250,15839
V234 V69,ZKC,38.189667,-90.082417,21006
V234 V74,ZKC,37.584961,-99.287944,15810
V235 V254,ZDV,43.460500,-105.372861,22171
V235 V484,ZLC,40.648444,-111.435861,15148
V236 V484,ZLC,41.093861,-112.343611,15123
V238 V44,ZKC,38.579139,-90.185694,15861
V24 V250 V398,ZMP,44.179833,-94.032556,15689
V24 V398 V456,ZMP,44.152000,-93.928944,21307
V241 V454,ZHU,30.753028,-87.940083,20670
V243 V321 V5,ZME,36.039419,-85.851206,21671
V243 V441,ZJX,30.656194,-81.863444,25371
V244 V332,ZOA,37.894917,-120.151000,22604
V244 V382,ZDV,38.493028,-108.493750,25650
V247 V298,ZDV,43.546969,-106.014706,22169
V247 V89,ZDV,42.089194,-103.830444,21479
V249 V445,ZNY,40.338306,-74.631694,24789
V252 V3 V405 V419,ZNY,40.696167,-74.600139,24835
V252 V36 V489,ZNY,41.267917,-74.645389,24989
V252 V39,ZNY,41.013222,-74.668472,24791
V252 V479,ZDC,39.980722,-74.970083,25228
V252 V576,ZNY,41.913383,-75.623417,24580
V252 V6,ZNY,40.542194,-74.567194,24827
V253 V465,ZLC,41.578889,-113.964139,15115
V254 V26,ZDV,43.353639,-105.352667,22172
V254 V86,ZDV,44.545417,-105.582028,22173
V257 V288,ZLC,41.536889,-112.435833,15114
V26 V510,ZMP,44.782889,-92.233500,23141
V261 V280,ZKC,38.303317,-97.223917,21009
V262 V38 V586 V69,ZAU,41.360833,-88.425611,20685
V263 V4,ZDV,39.917778,-103.573861,26538
V264 V283 V587,ZLA,34.092889,-117.138619,21526
V264 V442,ZLA,34.086806,-117.428889,22185
V264 V459 V597,ZLA,34.039083,-118.201944,15353
V264 V62,ZAB,34.911139,-104.304778,15479
V265 V408,ZNY,39.683917,-76.999694,25265
V265 V43,ZOB,42.695833,-79.475167,24803
V267 V295 V531 V537,ZMA,28.402306,-81.282861,22645
V267 V441,ZJX,30.759722,-81.754306,25373
V267 V578,ZJX,31.607028,-82.253750,25558
V267 V70,ZTL,32.479583,-82.778944,16155
V268 V405,ZBW,41.533139,-71.288667,25261
V268 V44,ZDC,39.277697,-74.603461,25104
V268 V93,ZBW,43.896611,-69.953417,27115
V269 V298,ZLC,44.346472,-113.622361,20976
V270 V273,ZBW,42.172028,-75.392056,32211
V270 V34,ZBW,42.169417,-75.545583,25013
V270 V91,ZBW,42.259086,-73.590533,25145
V271 V420,ZMP,44.636083,-86.460056,19054
V273 V374,ZNY,41.686972,-75.008917,24957
V273 V39,ZNY,41.139639,-74.218472,24997
V273 V623,ZNY,41.209722,-74.314833,28805
V275 V277,ZID,40.460694,-84.325472,21706
V275 V422 V8,ZOB,41.077389,-84.224750,16698
V275 V467,ZID,40.502333,-84.318722,28744
V275 V96,ZOB,41.231861,-84.199222,28773
V276 V3 V419,ZNY,40.297083,-75.144833,16978
V276 V403,ZNY,40.329056,-75.320250,23003
V276 V405,ZNY,40.339278,-75.376639,23011
V276 V499,ZNY,40.495972,-76.263444,20391
V277 V285,ZAU,41.747000,-85.799444,24554
V277 V422,ZAU,41.237111,-85.391611,17499
V277 V467,ZID,40.470306,-84.341278,28745
V277 V6,ZAU,41.756056,-85.806833,17484
V277 V98,ZID,40.519778,-84.422583,25565
V278 V71,ZFW,33.544944,-92.824917,15636
V279 V416 V542,ZOB,40.719581,-83.547203,16701
V279 V435,ZOB,40.644583,-83.479778,28759
V280 V350,ZKC,37.513472,-98.764444,22811
V280 V74,ZKC,37.436333,-98.893583,15811
V280 V94,ZAB,31.904994,-105.993944,15492
V285 V30,ZAU,42.296417,-85.533222,17519
V285 V340,ZAU,41.181361,-86.038417,25284
V285 V6,ZAU,41.755639,-85.790500,24555
V285 V96,ZAU,40.001583,-86.287028,17502
V29 V34,ZNY,42.425694,-76.105361,16914
V29 V36,ZNY,41.791306,-75.949833,24982
V29 V408 V457,ZNY,40.428722,-75.631306,24833
V29 V44,ZDC,39.067472,-75.514972,25255
V290 V472,ZDC,35.830111,-77.195361,23851
V290 V70,ZDC,35.767083,-76.979583,23850
V292 V433,ZBW,42.057861,-74.171306,25248
V292 V44,ZBW,42.090500,-73.742319,25129
V296 V3,ZDC,34.951778,-79.606694,16397
V296 V66,ZTL,34.895861,-80.461722,24472
V297 V443 V522,ZOB,41.497806,-81.947833,28845
V3 V408 V469,ZNY,39.857939,-76.021281,25116
V3 V433 V44,ZBW,41.370583,-73.325694,25126
V3 V487 V91,ZBW,41.405361,-73.226861,25132
V3 V496,ZBW,43.455806,-70.796361,20700
V3 V53,ZJX,33.348639,-80.513333,23563
V30 V45 V96,ZOB,41.580083,-83.872361,28832
V30 V457,ZNY,40.558236,-75.350122,16975
V30 V499,ZNY,40.681694,-76.249889,20392
V30 V7,ZAU,43.020389,-87.677417,18388
V30 V93,ZNY,40.641500,-76.021833,16927
V307 V508,ZKC,39.167056,-96.537667,20950
V308 V93,ZDC,38.740811,-76.261753,25262
V309 V59,ZID,38.902139,-81.291889,16650
V31 V33 V419 V93,ZNY,39.612547,-76.621331,25115
V310 V37,ZTL,36.168078,-80.830111,24434
V310 V45 V454,ZDC,35.924333,-79.425306,16388
V310 V493,ZID,37.482917,-84.718472,16588
V310 V70,ZDC,36.126222,-76.904917,16469
V311 V417 V463 V5,ZTL,34.476944,-83.909972,24680
V313 V434,ZAU,40.260167,-88.797639,17414
V313 V446 V52 V67,ZKC,38.631056,-89.111306,15883
V314 V400,ZBW,46.168361,-70.087750,22723
V316 V63,ZMP,46.465000,-88.939194,27556
V316 V9,ZMP,46.422028,-88.276806,27557
V318 V39,ZBW,46.133519,-68.323972,17104
V318 V400,ZBW,46.350417,-69.505222,22724
V321 V351,ZAN,58.726028,-158.565389,29502
V321 V603,ZAN,58.723500,-158.898917,27523
V321 V619,ZAN,58.724972,-156.786833,29504
V328 V81,ZDV,39.670944,-105.011194,26541
V328 V85,ZDV,39.811806,-104.768194,26534
V33 V464,ZOB,42.635142,-78.639303,16855
V332 V392,ZOA,38.977167,-121.016556,22607
V332 V494,ZOA,38.959750,-120.998028,22606
V335 V44 V9,ZKC,38.615639,-90.430417,15860
V335 V69,ZKC,38.068803,-90.118142,21007
V335 V88 V9,ZKC,38.578000,-90.422472,25707
V34 V419,ZBW,41.568778,-73.196750,25141
V34 V423,ZNY,42.572306,-76.430389,24978
V34 V428,ZNY,42.541222,-76.361167,24979
V34 V542,ZBW,42.279667,-75.785083,25012
V344 V561,ZMP,45.299500,-99.650333,26689
V347 V384,ZTL,36.297667,-84.624056,27554
V35 V478,ZID,37.938750,-81.854500,23204
V350 V488,ZAN,62.487806,-164.065222,26026
V350 V496,ZAN,62.032472,-163.436639,26033
V350 V74,ZKC,37.469500,-98.981083,22810
V351 V456,ZAN,57.754972,-158.611417,29498
V352 V39,ZBW,46.025189,-68.362222,18300
V354 V73,ZKC,37.159056,-96.891889,21570
V356 V81,ZDV,39.860833,-105.111333,26542
V356 V85,ZDV,39.879250,-104.850139,26535
V358 V558,ZHU,30.806806,-98.361556,21815
V36 V423,ZNY,41.902056,-76.337639,16916
V36 V464,ZOB,42.723975,-78.239861,16853
V36 V499,ZNY,41.851667,-76.160472,20399
V36 V576,ZNY,41.777075,-75.900444,24983
V361 V382,ZDV,37.598694,-108.003528,25660
V361 V575,ZDV,40.636556,-105.319528,26595
V365 V500,ZLC,43.011750,-113.334944,19040
V365 V520,ZLC,43.939278,-111.727722,19043
V369 V565,ZHU,30.677361,-96.204389,25674
V369 V583,ZHU,30.800472,-96.250917,25448
V37 V418,ZOB,42.260056,-80.237222,28818
V37 V486,ZOB,41.700556,-80.270833,28823
V37 V75,ZOB,39.759694,-80.278750,22178
V37 V90,ZOB,42.366333,-80.212778,28814
V373 V409,ZTL,35.674500,-79.801639,26412
V373 V454,ZTL,35.755472,-79.839611,26411
V374 V475,ZBW,41.208250,-72.990972,25271
V374 V487 V91,ZBW,41.228222,-73.152667,25131
V374 V489,ZNY,41.500750,-74.574472,28939
V374 V576,ZNY,41.930806,-75.587833,24961
V374 V623,ZNY,41.234806,-74.059028,28806
V374 V99,ZBW,41.246778,-73.304306,25146
V377 V38,ZDC,38.440067,-79.059614,22389
V377 V44,ZDC,39.451261,-78.572261,19166
V377 V92,ZDC,39.416317,-78.637181,19165
V378 V469,ZNY,39.802386,-75.892719,25042
V379 V44,ZDC,39.048250,-75.950139,25097
V38 V383,ZOB,40.910833,-83.690222,28787
V38 V435,ZOB,40.703583,-83.385639,28758
V38 V467,ZOB,40.960500,-83.993278,28782
V38 V98,ZOB,40.968972,-84.445833,25592
V383 V426,ZOB,41.866528,-83.350500,28828
V383 V45 V493,ZOB,41.265972,-83.485833,28785
V383 V584,ZOB,41.382083,-83.418472,28842
V383 V8,ZOB,40.949222,-83.668250,28786
V383 V92,ZOB,41.343083,-83.441111,28784
V39 V405 V487 V91,ZBW,41.852556,-73.416083,25143
V39 V419 V433 V44,ZBW,41.429722,-73.382639,25142
V39 V454,ZDC,36.012917,-79.277417,16387
V39 V6,ZNY,40.711889,-75.380111,24816
V390 V81,ZAB,35.617528,-102.073694,22954
V396 V443 V522,ZOB,41.797694,-81.483083,28763
V396 V5,ZOB,42.037528,-81.759333,28803
V4 V424,ZKC,39.227194,-93.748861,26019
V40 V416 V525 V75,ZOB,41.270389,-82.057167,28839
V403 V405 V419,ZNY,39.793356,-76.062722,23007
V403 V405 V469,ZNY,39.848272,-75.998892,25044
V407 V556,ZHU,29.541583,-96.034389,22374
V407 V566,ZFW,32.216500,-93.764278,27657
V416 V443,ZOB,41.196861,-82.155611,28838
V416 V45 V493 V542,ZOB,40.812861,-83.116750,28840
V418 V43,ZOB,42.246944,-80.018889,28819
V418 V443 V90,ZOB,42.309333,-81.133472,28812
V419 V469,ZNY,39.828444,-75.952972,25041
V419 V499,ZNY,39.717556,-76.298306,25253
V422 V467 V8,ZOB,41.008444,-83.958917,28781
V422 V55,ZAU,41.254711,-85.609056,17500
V422 V8 V98,ZOB,41.136389,-84.454583,25593
V426 V467,ZOB,42.015028,-83.438056,28829
V429 V44,ZKC,38.443500,-88.790472,15886
V43 V486 V523,ZOB,41.655083,-80.495417,28824
V43 V90,ZOB,42.420667,-79.809861,28816
V430 V63,ZMP,46.180722,-89.118472,19048
V431 V447,ZBW,43.183000,-73.222861,21856
V431 V487,ZBW,43.228111,-73.332861,17069
V431 V542,ZBW,43.106667,-73.037611,17072
V433 V44 V99,ZBW,41.291289,-73.249475,25124
V433 V475 V483 V487,ZBW,41.008778,-73.426528,25249
V433 V6,ZNY,40.494694,-74.365889,24830
V434 V72,ZAU,40.254139,-88.783556,20984
V435 V45 V493,ZOB,40.851639,-83.148083,28757
V435 V8,ZOB,40.905111,-83.061833,28756
V435 V92,ZOB,41.024694,-82.868056,28755
V437 V51,ZMA,27.914972,-80.643500,24071
V437 V531,ZMA,27.398222,-80.665500,25841
V44 V45,ZID,39.061861,-82.147978,24516
V44 V52,ZKC,38.459083,-88.535417,15885
V44 V577,ZDC,39.527333,-74.331444,25112
V44 V69,ZKC,38.547417,-89.976056,21005
V440 V617,ZAN,60.223778,-148.374139,27515
V441 V508 V617,ZAN,60.118722,-149.048861,27516
V441 V51,ZMA,28.103194,-80.766389,24072
V442 V587,ZLA,34.745250,-116.610472,22209
V452 V595,ZSE,43.057472,-122.400944,26434
V453 V510,ZAN,62.685194,-161.155917,27581
V453 V619,ZAN,58.729639,-156.783556,29505
V456 V619,ZAN,58.698000,-156.805667,29503
V457 V469 V93,ZNY,40.013472,-76.384139,24944
V457 V6,ZNY,40.660931,-75.125367,25234
V459 V488,ZAN,62.507222,-164.021889,26030
V465 V484,ZLC,41.804250,-113.424083,15112
V467 V50,ZID,39.989917,-84.676750,28749
V467 V55,ZID,40.190111,-84.537611,28747
V467 V98,ZID,40.365889,-84.414667,28746
V469 V499,ZNY,39.974917,-76.293833,25047
V472 V70,ZDC,35.942806,-76.929611,16471
V478 V493,ZID,38.386944,-83.553639,16600
V483 V99,ZBW,41.103333,-73.480306,25007
V484 V500,ZLC,43.206611,-114.315639,30761
V484 V6,ZLC,41.267125,-112.603575,15119
V487 V496,ZBW,43.412917,-73.323972,20545
V488 V504 V531,ZAN,64.941450,-149.416739,18457
V488 V510,ZAN,62.762028,-163.444750,26028
V489 V490 V91,ZBW,43.003333,-73.721194,17071
V49 V54,ZME,34.767833,-86.919417,23735
V49 V67,ZME,35.651667,-86.768889,21649
V490 V93,ZBW,42.918108,-72.085108,17074
V491 V71,ZMP,47.486333,-102.120972,23809
V499 V576,ZNY,41.639889,-76.176722,24576
V499 V6,ZNY,40.764306,-76.243722,20393
V502 V71,ZKC,38.912389,-95.269944,20955
V503 V77,ZMP,42.763639,-92.154222,23227
V506 V510,ZAN,62.764472,-163.541944,26027
V506 V619,ZAN,58.870472,-157.076917,29507
V506 V619,ZAN,58.736639,-156.778694,29506
V51 V70,ZTL,32.471528,-82.800917,16156
V516 V73,ZKC,36.875833,-96.563083,21569
V521 V529,ZMA,26.453056,-81.223111,17807
V521 V601 V97,ZMA,26.397639,-80.951778,15099
V524 V547,ZDV,41.612278,-104.754250,15274
V524 V6,ZDV,41.593278,-104.822389,15275
V524 V89,ZDV,41.734303,-104.215369,15273
V525 V542 V8,ZOB,40.792944,-81.892361,16830
V529 V599,ZMA,26.583583,-81.281556,26781
V530 V81,ZFW,34.448389,-101.761722,15551
V533 V537,ZJX,28.467806,-81.427083,22646
V537 V579,ZJX,30.204361,-83.166417,24487
V547 V6,ZDV,41.578642,-104.755800,15277
V565 V571,ZHU,30.742222,-96.009417,25675
V575 V81,ZDV,40.294417,-105.032917,26544
V580 V586,ZKC,40.154722,-90.739111,24874
V583 V94,ZFW,32.304222,-95.484389,15044
V599 V97,ZMA,26.597083,-81.154861,26758
V6 V96,ZOB,41.519833,-83.919944,28833
V611 V8,ZDV,39.982556,-104.150028,26531
V66 V7,ZTL,33.192222,-86.706111,22417
V67 V94,ZME,36.057500,-87.710750,21660
V8 V81,ZDV,39.927917,-105.134861,26539
V8 V85,ZDV,39.912278,-104.890361,26530
V81 V85,ZDV,40.078194,-105.093194,26533
V96 V98,ZOB,41.167167,-84.456194,28774
